Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating,Visibility Category
Low Fat,FDC50,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.137,15.85,94.41,4.0,High Visibility
Low Fat,FDN02,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.074,16.5,206.86,4.0,High Visibility
Low Fat,FDD02,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.05,16.6,118.41,4.0,Low Visibility
Low Fat,FDY50,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.131,5.8,87.82,4.0,High Visibility
Low Fat,FDB27,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.056,7.575,196.58,4.0,High Visibility
Low Fat,FDB16,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.045,8.21,87.62,4.0,Low Visibility
Low Fat,DRG27,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.105,8.895,39.11,4.0,High Visibility
Low Fat,FDC04,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.045,15.6,241.39,4.0,Low Visibility
Low Fat,FDV02,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.061,16.75,172.41,4.0,High Visibility
Low Fat,FDT38,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.058,18.7,83.16,4.0,High Visibility
Low Fat,FDY52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.007,6.365,63.25,4.0,Low Visibility
Low Fat,FDR04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.023,7.075,97.01,4.0,Low Visibility
Low Fat,FDD17,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.033,7.5,238.79,4.0,Low Visibility
Low Fat,FDE16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026,8.895,207.9,4.0,Low Visibility
Low Fat,FDZ04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.038,9.31,61.35,4.0,Low Visibility
Low Fat,FDE53,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.027,10.895,106.13,4.0,Low Visibility
Low Fat,FDF41,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.131,12.15,246.85,4.0,High Visibility
Low Fat,FDG04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.006,13.1,187.59,4.0,Low Visibility
Low Fat,FDI28,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026,14.3,79.63,4.0,Low Visibility
Low Fat,FDT04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.107,17.25,40.18,4.0,High Visibility
Low Fat,FDF04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.014,17.5,257.73,4.0,Low Visibility
Low Fat,FDK52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.079,18.25,226.11,4.0,High Visibility
Low Fat,FDX43,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.085,5.655,165.85,4.0,High Visibility
Low Fat,FDZ55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.025,6.055,160.89,4.0,Low Visibility
Low Fat,FDA31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.11,7.1,171.71,4.0,High Visibility
Low Fat,FDX20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.043,7.365,225.17,4.0,Low Visibility
Low Fat,FDJ56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.184,8.985,101.77,4.0,High Visibility
Low Fat,FDK56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.13,9.695,185.29,4.0,High Visibility
Low Fat,FDV31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.107,9.8,175.34,4.0,High Visibility
Low Fat,FDJ32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.058,10.695,60.45,4.0,High Visibility
Low Fat,FDU07,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.06,11.1,152.84,4.0,High Visibility
Low Fat,FDX08,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.023,12.85,179.33,4.0,Low Visibility
Low Fat,FDX55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0,15.1,216.42,4.0,Low Visibility
Low Fat,FDF32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.068,16.35,198.94,4.0,High Visibility
Low Fat,FDY19,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.041,19.75,116.55,4.0,Low Visibility
Low Fat,FDB45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.021,20.85,103.33,4.0,Low Visibility
Low Fat,DRF23,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.123,4.61,174.44,4.0,High Visibility
Low Fat,DRK11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0,8.21,148.24,4.0,Low Visibility
Low Fat,DRG23,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.087,8.88,152.57,4.0,High Visibility
Low Fat,DRK59,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0,8.895,232.96,4.0,Low Visibility
Low Fat,DRJ11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0,9.5,190.99,4.0,Low Visibility
Low Fat,DRO59,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.054,11.8,75.0,4.0,Low Visibility
Low Fat,DRH23,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.171,14.65,56.46,4.0,High Visibility
Low Fat,DRN59,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.064,15.0,45.51,4.0,High Visibility
Low Fat,DRJ23,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.042,18.35,187.69,4.0,Low Visibility
Low Fat,NCO05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.047,7.27,98.64,4.0,Low Visibility
Low Fat,NCJ17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.153,7.68,84.92,4.0,High Visibility
Low Fat,NCI17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.144,8.645,96.64,4.0,High Visibility
Low Fat,NCL29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.114,9.695,158.96,4.0,High Visibility
Low Fat,NCX29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.089,10.0,145.61,4.0,High Visibility
Low Fat,NCR05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.055,10.1,200.21,4.0,High Visibility
Low Fat,NCV05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.03,10.1,152.47,4.0,Low Visibility
Low Fat,NCK17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.038,11.0,38.95,4.0,Low Visibility
Low Fat,NCA53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01,11.395,48.8,4.0,Low Visibility
Low Fat,NCZ17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.08,12.15,37.35,4.0,High Visibility
Low Fat,NCT29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.064,12.6,121.94,4.0,High Visibility
Low Fat,NCY29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.077,13.65,54.69,4.0,High Visibility
Low Fat,NCC42,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.045,15.0,140.48,4.0,Low Visibility
Low Fat,NCX05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.097,15.2,114.85,4.0,High Visibility
Low Fat,NCD42,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.013,16.5,39.35,4.0,Low Visibility
Low Fat,NCQ53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.019,17.6,237.36,4.0,Low Visibility
Low Fat,NCX41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.018,19.0,211.72,4.0,Low Visibility
Low Fat,NCW05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.148,20.25,108.89,4.0,High Visibility
Low Fat,NCU30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.035,5.11,161.12,4.0,Low Visibility
Low Fat,NCY42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.015,6.38,143.35,4.0,Low Visibility
Low Fat,NCZ30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.026,6.59,121.61,4.0,Low Visibility
Low Fat,NCY18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.031,7.285,177.11,4.0,Low Visibility
Low Fat,NCQ30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.029,7.725,123.84,4.0,Low Visibility
Low Fat,NCS06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.032,7.935,261.59,4.0,Low Visibility
Low Fat,NCE55,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.13,8.92,176.84,4.0,High Visibility
Low Fat,NCJ54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.06,9.895,233.06,4.0,High Visibility
Low Fat,NCA18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.056,10.1,115.75,4.0,High Visibility
Low Fat,NCI06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.048,11.3,179.27,4.0,Low Visibility
Low Fat,NCV06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.067,11.3,192.25,4.0,High Visibility
Low Fat,NCK54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.03,12.15,114.72,4.0,Low Visibility
Low Fat,NCP18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.029,12.15,149.37,4.0,Low Visibility
Low Fat,NCS18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.042,12.65,106.39,4.0,Low Visibility
Low Fat,NCS54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01,13.6,176.44,4.0,Low Visibility
Low Fat,NCW06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.05,16.2,190.82,4.0,Low Visibility
Low Fat,NCQ54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.013,17.7,168.45,4.0,Low Visibility
Low Fat,NCI55,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.013,18.6,120.94,4.0,Low Visibility
Low Fat,NCG30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.113,20.2,123.1,4.0,High Visibility
Low Fat,NCG43,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.074,20.2,91.45,4.0,High Visibility
Low Fat,NCI30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.059,20.25,247.35,4.0,High Visibility
Low Fat,NCA06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.144,20.5,37.22,4.0,High Visibility
Low Fat,NCR30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.071,20.6,76.37,4.0,High Visibility
Low Fat,FDK55,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.026,18.5,89.12,4.0,Low Visibility
Low Fat,NCK19,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.091,9.8,194.35,4.0,High Visibility
Low Fat,NCK07,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.049,10.65,163.95,4.0,Low Visibility
Low Fat,NCL07,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.031,13.85,40.25,4.0,Low Visibility
Low Fat,NCI31,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.081,20.0,35.52,4.0,High Visibility
Low Fat,FDH21,Seafood,2015,OUT045,Tier 2,Small,Supermarket Type1,0.031,10.395,159.56,4.0,Low Visibility
Low Fat,FDX34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.072,6.195,120.11,4.0,High Visibility
Low Fat,FDR58,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.042,6.675,92.65,4.0,Low Visibility
Low Fat,FDL33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.1,7.235,193.95,4.0,High Visibility
Low Fat,FDQ58,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.015,7.315,154.03,4.0,Low Visibility
Low Fat,FDT21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02,7.42,248.91,4.0,Low Visibility
Low Fat,FDK21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01,7.905,248.34,4.0,Low Visibility
Low Fat,FDB22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.112,8.02,155.3,4.0,High Visibility
Low Fat,FDT34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.175,9.3,104.1,4.0,High Visibility
Low Fat,FDT22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.112,10.395,60.62,4.0,High Visibility
Low Fat,FDR45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.029,10.8,238.62,4.0,Low Visibility
Low Fat,FDP58,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.135,11.1,218.35,4.0,High Visibility
Low Fat,FDT46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.031,11.35,49.8,4.0,Low Visibility
Low Fat,FDZ45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.067,14.1,197.11,4.0,High Visibility
Low Fat,FDC47,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.119,15.0,226.97,4.0,High Visibility
Low Fat,FDJ09,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.059,15.0,46.97,4.0,High Visibility
Low Fat,FDX45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.105,16.75,156.66,4.0,High Visibility
Low Fat,FDR46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.14,16.85,147.78,4.0,High Visibility
Low Fat,FDP57,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.053,17.5,101.3,4.0,Low Visibility
Low Fat,FDY10,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.049,17.6,114.92,4.0,Low Visibility
Low Fat,FDB59,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.015,18.25,197.61,4.0,Low Visibility
Low Fat,FDR09,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.078,18.25,258.1,4.0,High Visibility
Low Fat,FDU34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.075,18.25,126.3,4.0,High Visibility
Low Fat,FDO57,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.109,20.75,160.96,4.0,High Visibility
Low Fat,FDQ21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.019,21.25,120.88,4.0,Low Visibility
Low Fat,DRG48,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.015,5.78,146.31,4.0,Low Visibility
Low Fat,DRJ01,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.115,6.135,160.52,4.0,High Visibility
Low Fat,DRE13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.028,6.28,85.82,4.0,Low Visibility
Low Fat,DRJ49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.014,6.865,127.17,4.0,Low Visibility
Low Fat,DRD12,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.077,6.96,91.41,4.0,High Visibility
Low Fat,DRK01,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.061,7.63,94.04,4.0,High Visibility
Low Fat,DRH13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.024,8.575,105.83,4.0,Low Visibility
Low Fat,DRD37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.014,9.8,47.41,4.0,Low Visibility
Low Fat,DRD49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.168,9.895,237.76,4.0,High Visibility
Low Fat,DRF13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.03,12.1,144.44,4.0,Low Visibility
Low Fat,DRL49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.057,13.15,140.58,4.0,High Visibility
Low Fat,DRD13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.049,15.0,65.62,4.0,Low Visibility
Low Fat,FDD35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.026,12.15,120.24,4.0,Low Visibility
Low Fat,FDD11,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.031,12.85,251.7,4.0,Low Visibility
Low Fat,FDF35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.154,15.0,105.99,4.0,High Visibility
Low Fat,FDG59,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.043,15.85,39.62,4.0,Low Visibility
Low Fat,FDX23,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.03,6.445,94.14,4.0,Low Visibility
Low Fat,FDF12,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.083,8.235,149.31,4.0,High Visibility
Low Fat,FDC48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.016,9.195,84.16,4.0,Low Visibility
Low Fat,FDB60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.029,9.3,195.81,4.0,Low Visibility
Low Fat,FDE24,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.094,14.85,140.98,4.0,High Visibility
Low Fat,FDL36,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.077,15.1,91.58,4.0,High Visibility
Low Fat,FDN12,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.082,15.6,112.75,4.0,High Visibility
Low Fat,FDQ24,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.074,15.7,253.37,4.0,High Visibility
Low Fat,FDW48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.009,18.0,81.06,4.0,Low Visibility
Low Fat,FDP11,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.069,15.85,218.22,4.0,High Visibility
Low Fat,FDV47,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,0.055,17.1,84.46,4.0,High Visibility
Low Fat,FDH38,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.01,6.425,118.38,4.0,Low Visibility
Low Fat,FDK14,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.041,6.98,83.39,4.0,Low Visibility
Low Fat,FDY13,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.03,12.1,74.77,4.0,Low Visibility
Low Fat,FDT13,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.019,14.85,188.72,4.0,Low Visibility
Low Fat,FDO38,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.073,17.25,76.5,4.0,High Visibility
Low Fat,FDD50,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.142,18.85,170.41,4.0,High Visibility
Low Fat,FDG26,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.043,18.85,257.63,4.0,Low Visibility
Low Fat,DRI03,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.023,6.03,176.7,4.0,Low Visibility
Low Fat,FDS14,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0,7.285,155.13,4.0,Low Visibility
Low Fat,FDC39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0,7.405,205.73,4.0,Low Visibility
Low Fat,FDB39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.039,11.6,55.83,4.0,Low Visibility
Low Fat,DRG51,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.012,12.1,166.05,4.0,Low Visibility
Low Fat,FDW50,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.076,13.1,166.12,4.0,High Visibility
Low Fat,FDX14,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.075,13.1,73.84,4.0,High Visibility
Low Fat,DRI39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.098,13.8,54.89,4.0,High Visibility
Low Fat,DRJ51,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.088,14.1,231.17,4.0,High Visibility
Low Fat,FDV50,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.123,14.3,123.27,4.0,High Visibility
Low Fat,FDD39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.071,16.7,217.68,4.0,High Visibility
Low Fat,FDX26,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.088,17.7,182.33,4.0,High Visibility
Low Fat,FDX50,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.075,20.1,110.42,4.0,High Visibility
Low Fat,FDT40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.096,5.985,125.27,4.0,High Visibility
Low Fat,FDY52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0,6.365,59.75,4.0,Low Visibility
Low Fat,FDJ41,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.023,6.85,262.06,4.0,Low Visibility
Low Fat,FDR04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.023,7.075,98.81,4.0,Low Visibility
Low Fat,FDF16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.087,7.3,147.61,4.0,High Visibility
Low Fat,FDE16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.026,8.895,208.5,4.0,Low Visibility
Low Fat,FDJ16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.116,9.195,59.52,4.0,High Visibility
Low Fat,FDZ04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.038,9.31,64.55,4.0,Low Visibility
Low Fat,FDG53,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.046,10.0,141.82,4.0,Low Visibility
Low Fat,FDJ53,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.072,10.5,119.71,4.0,High Visibility
Low Fat,FDD28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0,10.695,60.59,4.0,Low Visibility
Low Fat,FDC17,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.016,12.15,211.29,4.0,Low Visibility
Low Fat,FDD29,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.019,12.15,252.77,4.0,Low Visibility
Low Fat,FDB17,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.037,13.15,181.4,4.0,Low Visibility
Low Fat,FDG40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04,13.65,34.46,4.0,Low Visibility
Low Fat,FDK41,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.128,14.3,83.42,4.0,High Visibility
Low Fat,FDQ52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.12,17.0,246.54,4.0,High Visibility
Low Fat,FDO40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.033,17.1,147.14,4.0,Low Visibility
Low Fat,FDT04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.108,17.25,39.38,4.0,High Visibility
Low Fat,FDF04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.014,17.5,259.23,4.0,Low Visibility
Low Fat,FDI52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.105,18.7,122.91,4.0,High Visibility
Low Fat,FDD05,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.017,19.35,120.81,4.0,Low Visibility
Low Fat,FDZ55,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.026,6.055,158.49,4.0,Low Visibility
Low Fat,FDP32,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.088,6.65,126.87,4.0,High Visibility
Low Fat,FDA20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.067,6.78,186.52,4.0,High Visibility
Low Fat,FDW56,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.071,7.68,190.82,4.0,High Visibility
Low Fat,FDZ44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.039,8.185,115.48,4.0,Low Visibility
Low Fat,FDM20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.039,10.0,245.41,4.0,Low Visibility
Low Fat,FDC20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.024,10.65,56.63,4.0,Low Visibility
Low Fat,FDL08,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.05,10.8,243.91,4.0,Low Visibility
Low Fat,FDI45,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.038,13.1,173.81,4.0,Low Visibility
Low Fat,FDE44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.172,14.65,50.87,4.0,High Visibility
Low Fat,FDX55,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.056,15.1,217.32,4.0,High Visibility
Low Fat,FDD57,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.023,18.1,95.01,4.0,Low Visibility
Low Fat,FDQ44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.036,20.5,122.38,4.0,Low Visibility
Low Fat,DRM35,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.071,9.695,177.73,4.0,High Visibility
Low Fat,DRO59,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.054,11.8,77.0,4.0,Low Visibility
Low Fat,NCH29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.035,5.51,98.57,4.0,Low Visibility
Low Fat,NCJ17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.153,7.68,86.42,4.0,High Visibility
Low Fat,NCN05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.015,8.235,184.5,4.0,Low Visibility
Low Fat,NCV53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.019,8.27,238.09,4.0,Low Visibility
Low Fat,NCI29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.033,8.6,143.62,4.0,Low Visibility
Low Fat,NCS29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.07,9.0,264.89,4.0,High Visibility
Low Fat,NCR05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.055,10.1,199.51,4.0,High Visibility
